Fitness,ExampleReversalStrategy.ExitStrategy.StopLoss,ExampleReversalStrategy.ExitStrategy.TargetProfit
-0.625474107061265,0.01,0
3.56689890269239,0.11,0
5.87245535624579,0.21,0
0.742885921867639,0.31,0
0.185549702093432,0.41,0
0.318673784975025,0.51,0
1.85667830851447,0.61,0
1.68480904243469,0.71,0
0.727522092748594,0.81,0
-0.38252573063728,0.91,0
