LimitChangeStrategy,2009-06-09 10:08:00.000,10000,0,10000
LimitChangeStrategy,2009-06-09 10:09:00.000,10000,-60,9940
LimitChangeStrategy,2009-06-09 10:10:00.000,10000,80,10080
LimitChangeStrategy,2009-06-09 10:11:00.000,10000,-50,9950
LimitChangeStrategy,2009-06-09 10:14:00.000,10000,1130,11130
LimitChangeStrategy,2009-06-09 10:15:00.000,10000,-90,9910
LimitChangeStrategy,2009-06-09 10:18:00.000,10000,573,10573
LimitChangeStrategy,2009-06-09 10:23:00.000,10000,-70,9930
LimitChangeStrategy,2009-06-09 10:28:00.000,10000,-80,9920
LimitChangeStrategy,2009-06-09 10:29:00.000,10000,-30,9970
LimitChangeStrategy,2009-06-09 10:30:00.000,10000,158.35,10158.35
LimitChangeStrategy,2009-06-09 10:31:00.000,10000,-110,9890
LimitChangeStrategy,2009-06-09 10:33:00.000,10000,-860,9140
LimitChangeStrategy,2009-06-09 10:36:00.000,10000,-1410,8590
LimitChangeStrategy,2009-06-09 10:37:00.000,10000,-1320,8680
LimitChangeStrategy,2009-06-09 10:40:00.000,10000,-810,9190
LimitChangeStrategy,2009-06-09 10:41:00.000,10000,-910,9090
LimitChangeStrategy,2009-06-09 10:45:00.000,10000,-70,9930
LimitChangeStrategy,2009-06-09 10:47:00.000,10000,160,10160
LimitChangeStrategy,2009-06-09 10:48:00.000,10000,148,10148
LimitChangeStrategy,2009-06-09 10:49:00.000,10000,-70,9930
LimitChangeStrategy,2009-06-09 10:50:00.000,10000,-470,9530
LimitChangeStrategy,2009-06-09 10:52:00.000,10000,-90,9910
LimitChangeStrategy,2009-06-09 10:53:00.000,10000,-310,9690
LimitChangeStrategy,2009-06-09 10:54:00.000,10000,-410,9590
LimitChangeStrategy,2009-06-09 10:55:00.000,10000,-310,9690
LimitChangeStrategy,2009-06-09 10:56:00.000,10000,40,10040
LimitChangeStrategy,2009-06-09 10:57:00.000,10000,560,10560
LimitChangeStrategy,2009-06-09 10:58:00.000,10000,580,10580
LimitChangeStrategy,2009-06-09 11:01:00.000,10000,160,10160
LimitChangeStrategy,2009-06-09 11:03:00.000,10000,-350,9650
LimitChangeStrategy,2009-06-09 11:05:00.000,10000,-2950.001,7049.999
LimitChangeStrategy,2009-06-09 11:06:00.000,10000,-3590.001,6409.999
LimitChangeStrategy,2009-06-09 11:09:00.000,10000,9.999,10009.999
LimitChangeStrategy,2009-06-09 11:11:00.000,10000,-90.001,9909.999
LimitChangeStrategy,2009-06-09 11:12:00.000,10000,-90.001,9909.999
LimitChangeStrategy,2009-06-09 11:13:00.000,10000,-350.001,9649.999
